# This file contains word-score pairings from the MRC Psycholinguistic Database.
# Words are scored on four attributes: Age of Aquisition, Concreteness, Familiarity, and Imagability

# Only words that have a Kucera-Francis written frequency of at least 38 are included, since
# the Database can only show a maximum of 5000 results per search

WORD                     AOA CNC FAM IMG
SELL                       - 342 585 397 
SENATE                     -   -   -   - 
SENATOR                    -   -   -   - 
SEND                       - 324 529 423 
SENSE                    336 316 583 368 
SENSITIVE                  -   - 550 434 
SENT                       - 292 523 386 
SEPARATE                   -   -   -   - 
SEPTEMBER                  -   -   -   - 
SERIES                   461 373 525 398 
SERIOUS                    -   - 593 376 
SERIOUSLY                  -   -   -   - 
SERVE                      -   -   -   - 
SERVICE                  397 364 560 408 
SERVING                    -   -   -   - 
SESSION                    - 372 505 394 
SET                        -   -   -   - 
SETTING                    -   -   -   - 
SETTLED                    -   - 499 307 
SEVEN                      -   -   -   - 
SEVERAL                    -   -   -   - 
SEVERE                     - 286 526 352 
SEX                      450 512 617 584 
SEXUAL                     -   - 576 504 
SHALL                      -   - 558 237 
SHAPE                    303 452 575 471 
SHARE                      -   -   -   - 
SHARP                      -   - 572 495 
SHE                        - 406 599 474 
SHEAR                      - 456 428 484 
SHEET                    251 608 616 594 
SHELTER                    -   - 509 488 
SHIFT                      -   -   -   - 
SHIP                     249 615 553 612 
SHOOK                      -   -   -   - 
SHOOTING                   -   -   -   - 
SHOP                     236 549 615 561 
SHORE                      - 574 531 624 
SHORT                      - 351 586 431 
SHOT                       - 467 531 535 
SHOULD                     - 249 565 295 
SHOULDER                 264 589 553 577 
SHOW                       - 402 559 424 
SHOWING                    -   -   -   - 
SHOWN                      - 315 519 273 
SHUT                       -   -   -   - 
SICK                       - 404 571 456 
SIDE                       - 394 566 386 
SIGHT                      - 393 559 406 
SIGN                       - 520 543 534 
SIGNAL                   367 464 507 513 
SIGNIFICANCE               -   -   -   - 
SIGNIFICANT                -   - 525 261 
SILENCE                  333 352 570 470 
SILENT                     -   -   -   - 
SIMILAR                    -   - 554 324 
SIMPLE                     - 306 604 344 
SIMPLY                     -   -   -   - 
SIN                      400 273 501 441 
SINCE                      - 247 541 264 
SINGING                    -   - 507 471 
SINGLE                     -   - 556 415 
SIR                        -   -   -   - 
SISTER                     - 575 588 613 
SIT                        - 437 581 487 
SITE                       - 408 507 406 
SITTING                    -   -   -   - 
SITUATION                457 311 573 319 
SIX                        -   -   -   - 
SIZE                       - 354 566 415 
SKILL                    414 346 549 366 
SKIN                       - 614 591 638 
SKY                        - 542 607 618 
SLEEP                      - 484 610 530 
SLEEPING                   -   -   -   - 
SLIGHT                     -   - 512 317 
SLIGHTLY                   -   -   -   - 
SLOW                       - 293 602 377 
SMALL                      - 402 616 447 
SMILE                    208 514 594 615 
SMITH                      -   -   -   - 
SMOKE                    228 541 596 615 
SMOOTH                     - 406 570 472 
SNAKE                    289 621 501 627 
SNOW                       - 618 615 597 
SO                         - 195 597 227 
SOCIAL                     - 242 497 386 
SOCIETY                  497 335 601 440 
SOFT                       - 414 590 476 
SOIL                     347 581 516 566 
SOLD                     308 310 544 408 
SOLDIER                  275 578 517 578 
SOLID                      -   -   -   - 
SOLUTION                 506 388 548 391 
SOME                       - 286 578 302 
SOMEBODY                   -   -   -   - 
SOMEHOW                    -   -   -   - 
SOMEONE                    -   -   -   - 
SOMETHING                  -   -   -   - 
SOMETIMES                  -   - 593 259 
SOMEWHAT                   -   -   -   - 
SOMEWHERE                  -   -   -   - 
SON                        -   - 607 560 
SONG                     242 514 603 578 
SOON                       - 261 547 278 
SORRY                      -   -   -   - 
SORT                       -   -   -   - 
SOUGHT                     -   -   -   - 
SOUL                       - 289 544 366 
SOUND                    300 502 597 497 
SOURCE                     -   -   -   - 
SOUTH                      - 347 540 476 
SOUTHERN                   -   -   -   - 
SOVIET                     -   -   -   - 
SPACE                    319 381 576 538 
SPEAK                      - 419 600 488 
SPEAKER                    - 537 554 549 
SPEAKING                   -   -   -   - 
SPECIAL                    -   - 607 305 
SPECIFIC                   -   -   -   - 
SPEECH                   369 453 549 447 
SPEED                      -   -   -   - 
SPEND                      -   -   -   - 
SPENDING                   -   -   -   - 
SPENT                      -   -   -   - 
SPIRIT                   389 296 518 450 
SPIRITUAL                  -   -   -   - 
SPITE                    442 262 459 405 
SPOKE                    328 526 532 466 
SPOT                     261 512 560 507 
SPREAD                     -   -   -   - 
SPRING                     - 524 588 585 
SQUARE                   250 516 576 610 
ST                         -   -   -   - 
STAFF                    403 515 577 478 
STAGE                      -   -   -   - 
STAND                      - 450 564 471 
STANDARD                 472 324 556 319 
STANDING                   -   -   -   - 
START                      -   -   -   - 
STARTING                   -   -   -   - 
STATE                      - 440 560 511 
STATED                     -   -   -   - 
STATEMENT                481 379 505 386 
STATION                  300 572 548 554 
STATUS                     -   -   -   - 
STAY                       - 329 573 321 
STEADY                     -   - 606 378 
STEEL                      - 586 553 534 
STEP                     267 508 578 483 
STEPPED                    -   -   -   - 
STICK                      - 604 528 517 
STILL                      - 354 557 345 
STOCK                      -   -   -   - 
STONE                      - 614 564 585 
STOOD                      -   -   -   - 
STOP                       - 308 563 452 
STOPPED                    -   - 607 397 
STORAGE                    -   -   -   - 
STORE                      - 548 562 506 
STORY                      - 427 578 491 
STRAIGHT                   - 404 582 453 
STRANGE                    -   - 606 378 
STRANGER                 322 441 522 454 
STREAM                     -   -   -   - 
STREET                     - 579 602 577 
STRENGTH                 325 339 573 470 
STRESS                     -   -   -   - 
STRIKE                     -   -   -   - 
STRONG                     -   - 603 463 
STRUCK                     -   -   -   - 
STRUCTURE                  -   -   -   - 
STRUGGLE                   -   -   -   - 
STUDENT                  481 549 632 603 
STUDIED                    -   -   -   - 
STUDY                      -   -   -   - 
STYLE                    419 344 555 416 
SUBJECT                  417 406 590 418 
SUBSTANTIAL                -   -   -   - 
SUCCESS                  411 295 568 443 
SUCCESSFUL                 -   -   -   - 
SUCH                       - 248 521 219 
SUDDEN                     -   - 575 361 
SUFFERING                  -   -   -   - 
SUFFICIENT                 -   -   -   - 
SUGGEST                    -   -   -   - 
SUIT                       - 545 543 536 
SUM                      278 379 537 465 
SUMMER                   253 439 612 618 
SUN                      181 617 635 639 
SUNDAY                     -   -   -   - 
SUPERIOR                   -   - 534 378 
SUPPLY                   417 368 534 340 
SUPPORT                    -   - 556 359 
SUPPOSE                    -   -   -   - 
SUPREME                    -   -   -   - 
SURE                       - 281 552 285 
SURELY                     -   -   -   - 
SURFACE                  378 447 573 453 
SURPRISE                 322 326 583 451 
SWEET                      - 463 570 493 
SWITCH                     -   -   -   - 
SWUNG                      -   -   -   - 
SYMBOL                     - 402 536 447 
SYSTEM                   461 356 588 340 
TABLE                      - 604 599 582 
TAKE                       - 332 555 337 
TAKEN                      -   -   -   - 
TAKING                     -   -   -   - 
TALENT                   419 290 523 399 
TALK                       - 422 613 453 
TALKING                    -   -   -   - 
TALL                       - 439 585 514 
TARGET                     -   -   -   - 
TASK                     392 409 514 410 
TASTE                      - 464 580 425 
TAUGHT                     -   -   -   - 
TAX                      469 445 523 446 
TEACH                      - 353 552 429 
TEACHER                  247 569 599 575 
TEACHING                   -   -   -   - 
TEAM                       - 492 538 565 
TECHNICAL                  -   -   -   - 
TECHNIQUE                  -   -   -   - 
TECHNOLOGY                 -   -   -   - 
TEETH                      - 618 593 611 
TELEPHONE                  - 619 605 655 
TELEVISION                 -   -   -   - 
TELL                       - 306 596 350 
TELLING                    -   -   -   - 
TEMPERATURE                - 472 547 460 
TEMPLE                     - 565 450 547 
TEN                        -   -   -   - 
TEND                       -   -   -   - 
TENDENCY                 525 243 507 261 
TENSION                    -   -   -   - 
TERM                     394 374 575 387 
TERRIBLE                   -   - 605 422 
TEST                       - 520 566 528 
TESTIMONY                  - 381 508 377 
TEXAS                      -   -   -   - 
TEXT                     486 498 511 437 
THAN                       - 188 545 213 
THAT                       - 232 611 225 
THE                        - 237 625 209 
THEIR                      - 257 607 255 
THEM                       - 344 542 368 
THEME                      - 336 524 395 
THEMSELVES                 -   -   -   - 
THEN                       - 190 610 204 
THEORY                   557 287 534 317 
THERE                      - 216 603 283 
THEREFORE                  - 199 556 243 
THESE                      - 260 547 267 
THEY                       - 316 607 312 
THICK                      - 386 573 468 
THICKNESS                  -   -   -   - 
THIN                       - 392 570 502 
THING                      - 350 587 358 
THINK                      - 346 612 384 
THINKING                   -   -   -   - 
THIRD                      -   -   -   - 
THIRTY                     -   -   -   - 
THIS                       - 240 601 279 
THOMAS                     -   -   -   - 
THOROUGHLY                 -   -   -   - 
THOSE                      - 254 570 247 
THOUGH                     -   -   -   - 
THOUGHT                  347 274 603 348 
THOUSAND                   -   -   -   - 
THREAT                   394 335 524 408 
THREE                      - 439 581 495 
THREW                      - 333 557 421 
THROAT                     - 578 548 561 
THROUGH                    - 274 587 320 
THROUGHOUT                 -   -   -   - 
THROW                    264 400 548 477 
THROWN                     -   -   -   - 
THUS                       - 197 507 267 
THYROID                    -   -   -   - 
TILL                       - 365 442 364 
TIME                       - 343 604 413 
TINY                       -   -   -   - 
TIRED                      -   - 630 419 
TISSUE                     -   -   -   - 
TITLE                    375 384 523 413 
TO                         - 199 613 220 
TODAY                      -   -   -   - 
TOGETHER                   -   - 603 426 
TOLD                       - 318 531 286 
TOM                        -   -   -   - 
TOMORROW                   -   -   -   - 
TONE                       -   -   -   - 
TONIGHT                    -   -   -   - 
TOO                        - 208 595 261 
TOOK                       -   -   -   - 
TOOL                     300 570 532 538 
TOP                        - 435 571 486 
TOTAL                      -   -   -   - 
TOUCH                    269 417 590 456 
TOUCHED                    -   -   -   - 
TOUR                       -   -   -   - 
TOWARD                     -   -   -   - 
TOWARDS                    -   -   -   - 
TOWN                       - 556 589 553 
TRACK                    383 547 514 499 
TRADE                      -   - 537 390 
TRADITION                486 291 526 354 
TRADITIONAL                -   -   -   - 
TRAFFIC                    -   -   -   - 
TRAGEDY                    - 331 521 478 
TRAIN                      - 592 548 593 
TRAINED                    -   -   -   - 
TRAINING                   -   -   -   - 
TRANSFER                 489 331 502 313 
TRANSPORTATION           528 403 487 430 
TRAVEL                     - 402 550 506 
TREASURY                   -   -   -   - 
TREATMENT                433 343 529 408 
TREE                       - 604 613 622 
TREND                      - 328 503 373 
TRIAL                    433 446 509 516 
TRIED                      -   - 597 303 
TRIP                     314 448 559 520 
TROUBLE                  322 310 590 395 
TRUCK                      - 595 620 621 
TRUE                       - 269 605 365 
TRULY                      -   -   -   - 
TRUST                    400 300 548 356 
TRUTH                      - 261 581 374 
TRY                      229 260 636 318 
TRYING                     -   -   -   - 
TUESDAY                    -   -   -   - 
TURN                     233 359 583 384 
TURNING                    -   -   -   - 
TWELVE                     -   -   -   - 
TWENTY                     -   -   -   - 
TWICE                      -   -   -   - 
TWO                        - 383 596 445 
TYPE                     383 376 567 395 
TYPICAL                    - 268 557 299 
U                          -   -   -   - 
ULTIMATE                   -   -   -   - 
UNABLE                     -   -   -   - 
UNCLE                    192 580 557 574 
UNDER                      - 319 544 426 
UNDERSTAND                 -   -   -   - 
UNDERSTANDING            442 269 559 377 
UNDERSTOOD                 -   -   -   - 
UNIFORM                  331 550 484 591 
UNION                    503 449 595 526 
UNIQUE                     - 300 534 379 
UNIT                     411 389 513 334 
UNITED                     -   -   -   - 
UNITY                      -   -   -   - 
UNIVERSAL                  - 339 560 356 
UNIVERSE                   -   -   -   - 
UNIVERSITY               497 533 622 615 
UNKNOWN                  406 222 548 297 
UNLESS                     -   -   -   - 
UNLIKE                     -   -   -   - 
UNTIL                      -   -   -   - 
UNUSUAL                    -   -   -   - 
UP                         - 400 608 391 
UPON                       - 311 575 334 
UPPER                      -   -   -   - 
URBAN                      - 420 518 476 
US                         - 397 618 428 
USE                        -   -   -   - 
USED                       - 315 567 344 
USEFUL                     -   - 599 334 
USUAL                    353 235 604 235 
USUALLY                    -   -   -   - 
VACATION                 458 414 495 559 
VALLEY                   339 575 515 600 
VALUABLE                   -   - 558 422 
VALUE                    433 260 552 289 
VARIED                     -   -   -   - 
VARIETY                  464 297 533 372 
VARIOUS                    -   -   -   - 
VARYING                    -   -   -   - 
VAST                       -   -   -   - 
VERSION                    -   -   -   - 
VERY                       - 223 606 243 
VIA                        -   -   -   - 
VICE                     517 399 457 413 
VICTORY                  411 376 498 461 
VIEW                       - 379 523 430 
VILLAGE                  317 576 524 578 
VIOLENCE                   -   -   -   - 
VIRGINIA                   -   -   -   - 
VIRTUALLY                  -   -   -   - 
VISION                   411 395 529 440 
VISIT                      -   -   -   - 
VISUAL                     -   -   -   - 
VITAL                      -   -   -   - 
VOCATIONAL                 -   -   -   - 
VOICE                    275 485 596 489 
VOLUME                   461 418 526 464 
VOTE                     486 389 567 477 
W                          -   -   -   - 
WAGE                     428 451 539 466 
WAGON                      -   - 443   - 
WAIT                       - 317 577 357 
WAITING                    -   - 564 383 
WALK                     206 452 625 505 
WALKING                    - 497 559 574 
WALL                       - 589 596 576 
WANT                       - 302 606 361 
WAR                      314 477 582 551 
WARFARE                    -   -   -   - 
WARM                       -   - 613 441 
WARNING                    -   -   -   - 
WARREN                     -   -   -   - 
WAS                        - 194 604 264 
WASHING                    -   -   -   - 
WASN'T                     -   -   -   - 
WATCH                      - 487 576 525 
WATCHING                   -   -   -   - 
WATER                    153 616 641 632 
WAVE                       - 492 518 542 
WAY                        - 265 567 315 
WE                         - 270 614 389 
WE'RE                      -   -   -   - 
WEAKNESS                 389 257 525 386 
WEAPON                   375 560 517 546 
WEARING                    -   -   -   - 
WEATHER                  292 439 623 537 
WEEK                       - 383 577 481 
WEIGHT                     - 462 578 521 
WELCOME                  342 350 529 470 
WELFARE                    - 309 509 362 
WELL                       - 467 550 522 
WENT                       - 240 594 308 
WERE                       - 200 593 243 
WEST                     342 355 563 426 
WESTERN                    -   -   -   - 
WET                        - 478 585 509 
WHAT                       - 293 608 249 
WHATEVER                   -   -   -   - 
WHEEL                      - 573 566 576 
WHEN                       - 219 609 231 
WHENEVER                   -   -   -   - 
WHERE                      - 256 608 255 
WHEREAS                    -   -   -   - 
WHETHER                    -   - 528 207 
WHICH                      - 215 555 257 
WHILE                      - 204 543 302 
WHITE                      - 472 590 566 
WHO                        - 234 599 261 
WHOLE                    289 324 592 377 
WHOM                       - 243 501 301 
WHOSE                      -   -   -   - 
WHY                        - 267 589 251 
WIDE                       - 348 569 455 
WIDELY                     -   -   -   - 
WIFE                       - 562 585 575 
WILD                       - 381 572 500 
WILL                       - 275 584 322 
WILLIAM                    -   -   -   - 
WILLING                    -   - 537 348 
WIN                      269 364 582 454 
WIND                       - 552 592 535 
WINDOW                   231 609 621 602 
WINE                     403 621 570 624 
WINTER                   236 499 615 621 
WIRE                       - 585 556 564 
WISDOM                   475 275 510 381 
WISH                       - 270 556 399 
WITH                       - 268 608 287 
WITHIN                     -   -   -   - 
WITHOUT                    - 267 577 302 
WOMAN                    258 580 623 626 
WOMEN                      -   -   -   - 
WON                        - 324 575 418 
WON'T                      -   -   -   - 
WONDER                   339 305 530 402 
WONDERFUL                  -   - 548 404 
WOOD                     269 606 574 577 
WOODEN                     -   -   -   - 
WORD                       -   -   -   - 
WORE                       -   -   -   - 
WORK                       - 402 603 458 
WORKING                    - 383 609 458 
WORLD                      - 532 607 560 
WORRY                      -   -   -   - 
WORSE                      - 279 529 339 
WORTH                    369 257 542 275 
WOULD                      - 202 588 211 
WOULDN'T                   -   -   -   - 
WRIGHT                     -   -   -   - 
WRITE                      - 446 560 548 
WRITER                     -   -   -   - 
WRITING                  256 467 630 540 
WRITTEN                    -   -   -   - 
WRONG                    244 303 600 344 
WROTE                      - 385 574 469 
YEAR                     269 364 601 428 
YELLOW                     - 537 555 598 
YES                        -   -   -   - 
YESTERDAY                  -   -   -   - 
YET                        - 249 523 237 
YORK                       -   -   -   - 
YOU                        - 370 632 400 
YOUNG                      -   - 609 521 
YOUNGER                    - 322 575 391 
YOUR                       - 256 581 289 
YOURSELF                   -   - 618 426 
YOUTH                    431 439 551 507 
